speaker,index,word,time,word.dur,voicing.dur,vowel.dur,cluster.dur,spreading.dur,sonorant.dur,closure.dur,vor,voffr,mor,cond_no,ipa,cons1,vowel,height,anteroposterior,roundness,consonant,manner,place,aspiration,syllables,syl_structure,gloss,pos,comp,contx
tt01,69,fæddi,216.02229692790357,542.1275154449177,101.61894042670383,101.61894042670383,220.6631270394439,NA,NA,220.6631270394439,322.28206746614774,220.6631270394439,NA,12,faittɪ,vls,ai,diph,front,unrounded,tt,stop,coronal,no,di,cvccv,feed,v,c,cc
tt01,70,fæddi,219.01447151649776,533.4080634043801,94.08162702072786,94.08162702072786,221.90922833777904,NA,NA,221.90922833777904,315.9908553585069,221.90922833777904,NA,12,faittɪ,vls,ai,diph,front,unrounded,tt,stop,coronal,no,di,cvccv,feed,v,c,cc
brs02,75,ýtt,255.8446718577238,320.39616948711114,145.1943554281172,89.14456231499912,199.3831264464916,57.394691209879056,113.44448432299714,85.93864212349445,288.5276887614907,143.3333333333735,199.3831264464916,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
brs02,76,ýtt,258.50275732204307,313.3109571205068,127.19751234976684,57.67947414437913,216.5512339973361,53.321078122735344,122.83911632812305,93.71211766921306,274.23070814171524,147.0331957919484,216.5512339973361,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
brs02,77,ýtt,261.2426715889608,306.4362998088086,123.34855085060781,54.58370204456742,202.6730868498703,63.85060848793955,132.61545729397994,70.05762955589034,257.2567888944377,133.9082380438299,202.6730868498703,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
bte03,7,ýtt,85.02857142857144,379.6352985638691,122.54071325499183,86.39707734946,275.0321610125468,116.85460042603779,152.99823633156961,122.03392468097718,361.4292383620068,238.88852510701497,275.0321610125468,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
bte03,8,ýtt,90.52579365079366,391.4285714285768,129.96545493197686,100.57067271353048,269.238203217796,106.3383999433114,135.73318216175778,133.50502105603823,369.8088759313265,239.84342099934963,269.238203217796,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
jj04,86,ýtt,282.3476087175611,329.6135046611539,168.12115772233938,98.72665196081698,220.51756212692908,53.46135676495578,122.85586252647818,97.6616996004509,319.24421408774606,151.12305636540668,220.51756212692908,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
jj04,87,ýtt,284.2713832199547,326.81972789112024,173.10603606517816,109.5720313441575,206.83386434740214,45.14793218879731,108.68193690981798,98.15192743758416,316.40589569155964,143.29985962638148,206.83386434740214,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
shg05,68,ýtt,189.04069903823597,248.06858475523086,96.37201240650484,62.29556593171992,174.59042984592088,62.01755916040952,96.09400563519443,78.49642421072645,236.8859957776408,140.51398337113596,174.59042984592088,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
shg05,69,ýtt,191.50919746276887,278.7541623256118,93.16785117280801,33.63671363672438,235.45704484479302,87.5402038209927,147.07134135707634,88.38570348771668,269.0937584815174,175.92590730870938,235.45704484479302,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
shg05,70,ýtt,193.9149780557384,229.52852894673015,71.67436591402065,30.53469936364195,188.6198979591711,59.306762021037684,100.44642857141639,88.17346938775472,219.15459732281306,147.4802314087924,188.6198979591711,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
tt01,119,ýtt,361.35854757369617,355.9382386468428,131.57337664478064,106.33700475983687,238.6414986415275,93.84352433784215,119.07989622278592,119.56160241874159,344.9785034013644,213.40512675658374,238.6414986415275,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
tt01,120,ýtt,364.33492165942687,319.18616761197427,144.7426924250408,118.81892378517023,191.19138957711357,73.69252936211979,99.61629800199034,91.57509157512322,310.0103133622838,165.267620937243,191.19138957711357,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
tt01,121,ýtt,367.4760184645287,412.99980944756953,145.1600770633945,130.32872375333682,223.1879591103052,104.96396669327623,119.79532000333393,103.39263910697127,353.516682863642,208.3566058002475,223.1879591103052,13,iʰt,no,i,high,front,unrounded,ʰt,stop,coronal,yes,mono,vcc,push,v,c,cc
brs02,89,ydd,297.21866539836276,305.82893270303657,107.74969019519176,107.74969019519176,167.4093162039867,NA,NA,167.4093162039867,275.15900639917845,167.4093162039867,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
brs02,90,ydd,302.02480617643886,285.7569376957372,86.83560222385722,86.83560222385722,168.78106807160975,NA,NA,168.78106807160975,255.61667029546697,168.78106807160975,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
bte03,108,ydd,614.6327809271858,354.4685059208632,99.41295036526299,99.41295036526299,236.01851851856281,NA,NA,236.01851851856281,335.4314688838258,236.01851851856281,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
bte03,109,ydd,617.7459928295643,378.2980382979986,119.22384970000621,119.22384970000621,238.28420256995742,NA,NA,238.28420256995742,357.5080522699636,238.28420256995742,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
bte03,110,ydd,621.3583424036282,375.928733398041,113.30571016276281,113.30571016276281,242.4051741909352,NA,NA,242.4051741909352,355.710884353698,242.4051741909352,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
tt01,170,ydd,519.6663477891157,349.8891723356792,99.22208795796905,99.22208795796905,222.0945220193471,NA,NA,222.0945220193471,321.31660997731615,222.0945220193471,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
tt01,171,ydd,522.744138583182,345.29614308951295,104.78606359981768,104.78606359981768,228.5583464154115,NA,NA,228.5583464154115,333.3444100152292,228.5583464154115,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
tt01,172,ydd,526.1558120162666,323.9166847375827,101.85805176058693,101.85805176058693,199.6315192743623,NA,NA,199.6315192743623,301.4895710349492,199.6315192743623,NA,14,ɪtt,no,ɪ,high,front,unrounded,tt,stop,coronal,no,mono,vcc,sharpen,v,c,cc
brs02,97,ótt,323.48765743724397,328.93504736892965,151.86671585166778,103.55004574927307,181.54838958236041,52.287638287623395,100.6043083900181,80.94408119234231,285.0984353316335,133.2317194799657,181.54838958236041,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
brs02,98,ótt,325.88972116465635,342.77600087654037,189.41676637814453,123.6357018998433,204.01369277868753,47.31430203264608,113.09536651094731,90.91832626774021,327.6493946785308,138.2326283003863,204.01369277868753,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
bte03,144,ótt,775.8293061669112,452.70630474408335,172.61628206836122,138.05210973282556,300.22675736961446,127.2423280423709,161.80650037790656,138.4202569917079,438.27886710244,265.6625850340788,300.22675736961446,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
bte03,145,ótt,779.0578868732679,433.4113126732291,157.32174351217054,132.68056005472317,286.5226937335592,137.1383219955078,161.77950545295516,124.74318828060404,419.2032537882824,261.88151027611184,286.5226937335592,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
bte03,146,ótt,782.6255725623583,462.6551226550646,197.10155490770376,166.5615733472805,284.00612992447805,132.1218011013343,162.66178266175757,121.34434726272048,450.56770327175855,253.4661483640548,284.00612992447805,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
jj04,38,ótt,139.69240173847317,387.82879818592164,163.3813303099032,136.2483391017122,227.90698969646428,92.05212981248678,119.1851210206778,108.72186867578648,364.15532879817647,200.77399848827326,227.90698969646428,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
jj04,39,ótt,146.46107142857142,425.7568027210823,193.7385643912819,154.46744666454038,221.9101043558851,90.8702791461451,130.14139687288662,91.76870748299848,376.37755102042547,182.63898662914357,221.9101043558851,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
shg05,2,ótt,3.8414361300075583,333.0070062212922,107.50944822373398,92.4207741576164,227.19751760353236,109.98639455782299,125.07506862394058,102.12244897959178,319.6182917611487,212.10884353741477,227.19751760353236,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
shg05,3,ótt,6.73278089569161,300.7021919879067,158.79182863621645,101.04466705381387,192.20240399682888,58.60301263362455,116.35017421602711,75.85222978080175,293.2470710506427,134.4552424144263,192.20240399682888,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
shg05,4,ótt,9.56931216931217,246.17659140950997,94.8306878306866,65.8238851095998,169.4633408919124,75.14285714285762,104.14965986394442,65.31368102796797,235.28722600151218,140.45653817082558,169.4633408919124,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
tt01,74,ótt,230.4435260770975,380.67439321409324,99.26303854877006,66.57616800475807,277.76245633387475,138.3333333333212,171.0202038773332,106.74225245654156,344.3386243386328,245.07558578986277,277.76245633387475,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
tt01,75,ótt,232.92134693877549,379.4278155706934,135.77463500021736,102.24936187393041,231.184500559948,95.71127364895915,129.2365467752461,101.9479537847019,333.4338624338784,197.65922743366104,231.184500559948,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
tt01,76,ótt,235.8789511695089,349.945277958966,125.32320690834808,95.26141763254259,218.70578020548237,87.05627705626284,117.11806633206834,101.58771387341403,313.96719783802496,188.64399092967687,218.70578020548237,15,ouʰt,no,ou,diph,back,round,ʰt,stop,coronal,yes,mono,vvcc,point,n,c,cc
brs02,114,odd,367.87723333777956,250.75922961781316,102.48153582426767,102.48153582426767,121.13546653228013,NA,NA,121.13546653228013,223.6170023565478,121.13546653228013,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
brs02,115,odd,370.0484194501771,322.6760713648673,108.63815208460892,108.63815208460892,179.91329720922522,NA,NA,179.91329720922522,288.55144929383414,179.91329720922522,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
brs02,116,odd,372.5284807256236,325.91710758384806,142.60355627402532,142.60355627402532,154.40422384955355,NA,NA,154.40422384955355,297.00778012357887,154.40422384955355,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
bte03,72,odd,451.2807259570495,387.58613269868647,98.43989976940293,98.43989976940293,272.5404923874635,NA,NA,272.5404923874635,370.9803921568664,272.5404923874635,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
bte03,73,odd,455.04201080432176,377.7416522164003,127.18193944243694,127.18193944243694,230.90929705216467,NA,NA,230.90929705216467,358.0912364946016,230.90929705216467,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
bte03,74,odd,458.981912228306,350.0816168511278,119.20266209460806,119.20266209460806,216.94633408924346,NA,NA,216.94633408924346,336.1489961838515,216.94633408924346,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
jj04,155,odd,510.367380952381,362.14512471656235,157.72465176547712,157.72465176547712,192.530450275342,NA,NA,192.530450275342,350.2551020408191,192.530450275342,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
jj04,156,odd,512.9231179138322,305.41626174272096,121.00364783600526,121.00364783600526,171.14298859632981,NA,NA,171.14298859632981,292.1466364323351,171.14298859632981,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
jj04,157,odd,515.0887188208617,358.8775510204414,161.4613252709205,161.4613252709205,185.15998992188543,NA,NA,185.15998992188543,346.6213151928059,185.15998992188543,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
shg05,92,odd,252.28809037900874,233.37409567002965,85.08132939093116,85.08132939093116,125.6548222125673,NA,NA,125.6548222125673,210.73615160349846,125.6548222125673,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
shg05,93,odd,254.79350793650792,271.31821617535934,117.81059090301937,117.81059090301937,130.19948720230445,NA,NA,130.19948720230445,248.01007810532383,130.19948720230445,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
shg05,94,odd,257.2858168934241,249.78202298723318,122.25188964470135,122.25188964470135,125.39493575206961,NA,NA,125.39493575206961,247.64682539677096,125.39493575206961,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
tt01,86,odd,263.64111678004537,358.4117535903033,98.03802707176601,98.03802707176601,202.97671215729451,NA,NA,202.97671215729451,301.0147392290605,202.97671215729451,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
tt01,87,odd,266.58399546485265,366.9285714285593,111.6401756469827,111.6401756469827,196.05370190402027,NA,NA,196.05370190402027,307.69387755100297,196.05370190402027,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
tt01,88,odd,269.3036718566737,320.0961705372265,101.352928434153,101.352928434153,187.62449682719762,NA,NA,187.62449682719762,288.9774252613506,187.62449682719762,NA,16,ott,no,o,mid,back,round,tt,stop,coronal,no,mono,vcc,fast,adv,c,cc
brs02,87,sets,291.7852902943356,662.2871810990318,111.96234915325931,111.96234915325931,122.82524353946656,NA,NA,122.82524353946656,234.78759269272587,122.82524353946656,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
brs02,88,sets,294.4657092466617,564.8022171831713,102.52490421459015,102.52490421459015,70.21711541761988,NA,NA,70.21711541761988,172.74201963221003,70.21711541761988,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
bte03,24,sets,185.08570449391877,671.9323703507314,107.39019549313866,107.39019549313866,247.8737135880067,NA,NA,247.8737135880067,355.26390908114536,247.8737135880067,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
bte03,25,sets,189.65857503607504,617.4725829725674,106.90407992774453,106.90407992774453,154.614412798054,NA,NA,154.614412798054,261.5184927257985,154.614412798054,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
bte03,26,sets,194.89293256433007,568.5413585724177,110.19557823129844,110.19557823129844,126.45075298695474,NA,NA,126.45075298695474,236.64633121825318,126.45075298695474,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
tt01,107,sets,326.1832993197279,450.5218962585218,141.2617532419631,141.2617532419631,52.00459643316435,NA,NA,52.00459643316435,193.26634967512746,52.00459643316435,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
tt01,108,sets,328.9271539042968,479.0216646962904,174.2299364190103,174.2299364190103,55.580815659538985,NA,NA,55.580815659538985,229.81075207854929,55.580815659538985,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
tt01,109,sets,331.7572607709751,486.47072162191307,153.5117671513717,153.5117671513717,70.24647601986089,NA,NA,70.24647601986089,223.7582431712326,70.24647601986089,NA,19,sets,vls,e,mid,front,unrounded,s,stop,coronal,no,mono,cvcc,sediment,n,x,cx
brs02,13,sett,66.12085110880511,410.3032541746501,74.02606537880274,59.85617031998913,215.39680023833796,132.09399005079092,146.26388510960453,69.13291512873343,275.2529705583271,201.22690517952435,215.39680023833796,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
brs02,14,sett,69.08103958455811,357.0008538394802,72.7914372098013,48.61310873555169,180.83160565812761,83.82771838893177,108.00604686318138,72.82555879494623,229.4447143936793,156.653277183878,180.83160565812761,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
brs02,15,sett,72.1368025466597,353.78996194869217,62.068506889929154,54.17902203615199,169.82313267187976,97.91117216117584,105.800657014953,64.02247565692676,224.00215470803175,161.9336478181026,169.82313267187976,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
bte03,114,sett,639.1922063492065,549.5603574762526,172.95152205633713,108.53498621122526,260.06715506719047,74.56076661435418,138.97730245946605,121.08985260772442,368.60214127841573,195.6506192220786,260.06715506719047,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
bte03,115,sett,642.5356812580104,522.4522453910367,196.56738816740926,103.31393527110322,236.7592592593155,37.15660001375909,130.41005291006513,106.34920634925038,340.07319453041873,143.50580636300947,236.7592592593155,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
bte03,116,sett,645.9784885204082,531.9536564626333,177.14252120606488,106.01949734859772,261.65760435628727,79.40362811780233,150.5266519752695,111.13095238101778,367.677101704885,190.5345804988201,261.65760435628727,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
jj04,7,sett,56.144926357844724,432.06788129236884,107.25977933260822,81.10460615223047,215.8014155156991,88.42024082360922,114.57541400398696,101.22600151171213,296.90602166792956,189.64624233532135,215.8014155156991,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
jj04,8,sett,58.49242462417065,393.1148196770664,142.1463457177765,95.76395998755771,172.60735124089166,33.56719244473538,79.94957817495418,92.65777306593748,268.3713112284494,126.22496551067286,172.60735124089166,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
jj04,9,sett,60.97276921138826,442.1879683828749,159.53610259733608,90.04406528216435,186.20135596326293,25.671273800519145,95.16331111569087,91.03804484757205,276.2454212454273,116.7093186480912,186.20135596326293,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
shg05,50,sett,140.34713583846238,377.61472843104116,81.72348105910032,70.39783159640933,188.34960070986995,102.48653628119087,113.81218574388186,74.53741496598809,258.7474323062793,177.02395124717896,188.34960070986995,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
shg05,51,sett,143.0228843537415,340.2136054421874,66.05884063026224,61.572533286806674,164.61945461946925,92.41205884063675,96.89836618409231,67.72108843537694,226.19198790627593,160.1331472760137,164.61945461946925,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
shg05,52,sett,145.67901878846777,343.5311772549312,81.32924435858513,67.67175152890559,164.61564625848268,77.57757897681472,91.23507180649426,73.38057445198842,232.28739778738827,150.95815342880314,164.61564625848268,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
tt01,134,sett,405.2508355745399,479.0465740381933,78.47595330082413,58.67416066928399,251.22524593490425,124.62960672485224,144.43139935639238,106.79384657851188,309.89940660418824,231.4234533033641,251.22524593490425,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
tt01,135,sett,408.0597441960912,461.9609859816478,81.30486441154972,71.85201111713013,243.97262467329028,134.93696756137297,144.38982085579255,99.58280381749773,315.8246357904204,234.5197713788707,243.97262467329028,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
tt01,136,sett,411.39651020408166,423.7236724146669,97.35684524372346,72.0376173612749,222.17313069023703,110.7541295651231,136.07335744757165,86.09977324266538,294.2107480515119,196.85390280778847,222.17313069023703,20,seʰt,vls,e,mid,front,unrounded,ʰt,stop,coronal,yes,mono,cvcc,put,v,x,cc
brs02,143,feits,454.09460959939537,503.82577475431845,145.15489088051936,145.15489088051936,64.34441205050234,NA,NA,64.34441205050234,209.4993029310217,64.34441205050234,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
brs02,144,feits,456.56071840857555,491.75009260943625,139.53887973411838,139.53887973411838,52.40171793354875,NA,NA,52.40171793354875,191.94059766766713,52.40171793354875,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
brs02,145,feits,459.06747798344145,491.5388261809994,156.27620327126124,156.27620327126124,52.11977606842311,NA,NA,52.11977606842311,208.39597933968435,52.11977606842311,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
bte03,54,feits,352.360612244898,620.4389374797756,191.840897389568,191.840897389568,106.64147140340674,NA,NA,106.64147140340674,298.48236879297474,106.64147140340674,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
bte03,55,feits,356.4628506640752,728.3624878522801,214.47959183672083,214.47959183672083,102.796888514888,NA,NA,102.796888514888,317.2764803516088,102.796888514888,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
bte03,56,feits,360.46646258503404,568.2549989692802,187.27790578600434,187.27790578600434,87.30017006797652,NA,NA,87.30017006797652,274.57807585398086,87.30017006797652,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
jj04,110,feits,390.52535885253576,642.9489705935225,173.07898715040437,173.07898715040437,127.8439153439308,NA,NA,127.8439153439308,300.9229024943352,127.8439153439308,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
jj04,111,feits,393.4158145124717,448.0063492063664,118.79422165134201,118.79422165134201,93.136926565478,NA,NA,93.136926565478,211.93114821682002,93.136926565478,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
jj04,112,feits,395.79609851347954,471.526203073779,138.9633948817277,138.9633948817277,97.31778425657467,NA,NA,97.31778425657467,236.28117913830238,97.31778425657467,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
shg05,11,feits,29.08136363636364,448.7849493864537,110.88765961680735,110.88765961680735,86.35550516502732,NA,NA,86.35550516502732,197.24316478183468,86.35550516502732,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
shg05,12,feits,31.792253716301335,422.6944534427481,107.39370748298782,107.39370748298782,71.13967381825148,NA,NA,71.13967381825148,178.5333813012393,71.13967381825148,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
shg05,13,feits,34.69502267573696,395.7947845805023,125.50921364714895,125.50921364714895,46.53023431594505,NA,NA,46.53023431594505,172.039447963094,46.53023431594505,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
tt01,46,feits,146.46254998969286,675.125747268595,171.8601302954994,171.8601302954994,97.42630385485995,NA,NA,97.42630385485995,269.28643415035936,97.42630385485995,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
tt01,47,feits,149.64127822143348,587.063115101131,190.91577817425787,190.91577817425787,90.04574929386422,NA,NA,90.04574929386422,280.9615274681221,90.04574929386422,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
tt01,48,feits,152.64766213151927,627.0385487528358,177.7409411253359,177.7409411253359,83.07145080252099,NA,NA,83.07145080252099,260.8123919278569,83.07145080252099,NA,21,feits,vls,ei,diph,front,unrounded,s,stop,coronal,no,mono,cvvcc,fat,adj,x,cx
brs02,28,feitt,117.49479179550609,437.13217135957905,134.70714162936304,72.06122093103318,186.6892262961528,43.250950990199044,105.8968716885289,80.7923546076239,258.750447227186,124.04330559782295,186.6892262961528,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
brs02,29,feitt,120.2764769463341,400.606436726747,149.61155202821885,84.38377968175814,183.7684608762089,33.056122448982705,98.28389479544342,85.48456608076549,268.15224055796705,118.5406885297482,183.7684608762089,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
brs02,30,feitt,123.11332142857144,396.88847520989157,174.2328042328012,68.73990089863469,178.81620437175627,0.0,105.4929033341665,73.32330103758977,247.55610527039096,73.32330103758977,178.81620437175627,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
bte03,129,feitt,716.9277850664075,493.55081921726196,125.65264435738754,97.04634997149242,235.14930270039258,86.05761608998819,114.66391047588331,120.48539222450927,332.195652671885,206.54300831449746,235.14930270039258,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
bte03,130,feitt,719.9348866213152,499.289202860723,154.02622587498627,111.94809236826586,250.4088504089168,75.99511599516973,118.07324950189013,132.33560090702667,362.35694277718267,208.3307169021964,250.4088504089168,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
bte03,131,feitt,723.4119942050895,501.0579491055296,142.96800201555016,117.58616780048214,243.70114621183347,93.30750818855904,118.68934240362705,125.01180380820642,361.2873140123156,218.31931199676546,243.70114621183347,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
jj04,137,feitt,465.8084882842026,480.408399470889,140.8535795270609,80.3845581948508,257.54628080744624,81.60935436450245,142.07837569671256,115.46790511073368,337.93083900229703,197.07725947523613,257.54628080744624,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
jj04,138,feitt,467.8723541950114,470.07277577699824,202.01004211207874,94.18467386956308,226.1101107109198,20.001295756401305,127.82666399891696,98.28344671200284,320.2947845804829,118.28474246840415,226.1101107109198,22,feiʰt,vls,ei,diph,front,unrounded,ʰt,stop,coronal,yes,mono,cvvcc,fat,adj,x,cc
